SoldTo,Name,ADRC,ST2,Sales Organization,Distribution Channel,Division,Partner Function,Partner counter,Partner,Name,Partner Description,Default Partner,ADRC,ST2
1014589,A B C SPLY 118 MURRAY,89702,118,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1014589,A B C SPLY 118 MURRAY,89702,118,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1014589,A B C SPLY 118 MURRAY,89702,118,1210,0,70,SH,0,1014589,A B C SPLY 118 MURRAY,,,89702,118
1014589,A B C SPLY 118 MURRAY,89702,118,1210,0,70,SP,0,1014589,A B C SPLY 118 MURRAY,,,89702,118
1014599,A B C SPLY 180 NEDERLAND,89704,180,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1014599,A B C SPLY 180 NEDERLAND,89704,180,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1014599,A B C SPLY 180 NEDERLAND,89704,180,1210,0,30,SH,1,3015307,A B C SPLY 180 NEDERLAND,,,78139,180
1014599,A B C SPLY 180 NEDERLAND,89704,180,1210,0,30,SP,0,1014599,A B C SPLY 180 NEDERLAND,,,89704,180
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,30,PY,0,5002047,A B C SPLY BELOIT,,,76274,
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,30,SH,1,3292753,A B C SPLY 452 ST JAMES,,,436261,452
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,30,SP,0,1017037,A B C SPLY 452 ST JAMES,,,113684,452
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,40,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,40,PY,0,5002047,A B C SPLY BELOIT,,,76274,
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,40,SH,0,1017037,A B C SPLY 452 ST JAMES,,,113684,452
1017037,A B C SPLY 452 ST JAMES,113684,452,1210,0,40,SP,0,1017037,A B C SPLY 452 ST JAMES,,,113684,452
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,30,SH,0,3232271,A B C SPLY 013 MENTOR,,,78800,13
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,30,SP,0,1017211,A B C SPLY 013 MENTOR,,,89728,13
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,40,SH,0,1017211,A B C SPLY 013 MENTOR,,,89728,13
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,40,SH,1,3043299,ZZROBERTS ROOFING,,,81550,
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,40,SH,2,3218992,J/,,,82501,
1017211,A B C SPLY 013 MENTOR,89728,13,1210,0,40,SP,0,1017211,A B C SPLY 013 MENTOR,,,89728,13
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SH,2,3019035,ZZBELDON ROOFING AND INSUL,,,113351,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SH,3,3501978,ZZBELDON ROOFING & REMODEL LEAFGUAR,,,222040,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SH,4,3502747,ZZLEAFGUARD OF COLORADO,,,229396,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SH,5,3502748,ZZLEAFGUARD OF KANSAS CITY,,,229331,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SH,6,3503033,ZZLEAFGUARD NE,,,237136,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SH,7,3503032,ZZMINUTEMAN LEAFGUARD,,,237293,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,20,SP,0,1018270,A B C SPLY 461 SAN ANTONIO,,,89766,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,0,3019035,ZZBELDON ROOFING AND INSUL,,,113351,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,1,3555773,A B C SPLY 461 SAN ANTONIO,,,600436,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,4,3231777,ZZJ/PLAZA APARTMENTS/ BRADCO SAN AN,,,78470,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,8,3533444,J/INN OF THE WOODS/ BRADCO SPLY 461,,,450753,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,9,1018270,A B C SPLY 461 SAN ANTONIO,,,89766,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,10,3290573,ZZCOREY CONSTRUCTION,,,433995,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SH,13,3544735,A B C SPLY 461 SAN ANTONIO,,,521709,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,30,SP,0,1018270,A B C SPLY 461 SAN ANTONIO,,,89766,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,1,3153003,ZZRAIN KING,,,84687,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,2,3212762,J/U.T.S.A,,,80039,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,3,3213038,J/EAGLE PASS ISD,,,80106,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,4,3213636,J/HARLENDALE HIGH SCHOOL,,,80295,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,5,3214638,J/TEXAS TECH UNIVERSITY/BRADCO,,,80686,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,6,3214936,J/ACADIAN ELEMENTARY,,,80779,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,7,3215513,ZZCRAM RFG,,,81123,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,8,3217521,J/SAN ANTONIO PD EVIDENCE FACIL,,,81951,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,9,3217573,J/WHITLEY ROAD ELEM SCHOOL,,,81981,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,10,3217986,J/WHITLEY ROAD ELEMENTARY,,,82141,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,11,3218409,J/SOUTHWEST RESEARCH,,,82283,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,12,3219365,J/NUMBER 10 DP ROAD,,,82596,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,13,3219848,J/SAPD PROPERTY/EVIDENCE,,,82782,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,14,3226477,ZZCRAM ROOFING\ABC-BRADCO SAN ANTON,,,85493,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,15,3226720,J/MISSION VALLEY ELEMENTARY/BRADCO,,,85554,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SH,16,3227536,J/LOS ALAMOS HIGH SCHOOL/BRADCO SPL,,,86260,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,40,SP,0,1018270,A B C SPLY 461 SAN ANTONIO,,,89766,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,70,SH,0,1018270,A B C SPLY 461 SAN ANTONIO,,,89766,461
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,70,SH,1,3204452,ZZTURNER ROOFING,,,179828,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,70,SH,2,3206451,J/STOCKDALE HIGH SCHOOL/ BRADCO,,,182263,
1018270,A B C SPLY 461 SAN ANTONIO,89766,461,1210,0,70,SP,0,1018270,A B C SPLY 461 SAN ANTONIO,,,89766,461
1018282,A B C SPLY 419 YORK,112266,419,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1018282,A B C SPLY 419 YORK,112266,419,1210,0,30,PY,0,5002047,A B C SPLY BELOIT,,X,76274,
1018282,A B C SPLY 419 YORK,112266,419,1210,0,30,SH,0,1018282,A B C SPLY 419 YORK,,,112266,419
1018282,A B C SPLY 419 YORK,112266,419,1210,0,30,SH,1,3557974,A B C SPLY 419 YORK,,,609842,419
1018282,A B C SPLY 419 YORK,112266,419,1210,0,30,SP,0,1018282,A B C SPLY 419 YORK,,,112266,419
1018282,A B C SPLY 419 YORK,112266,419,1210,0,40,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1018282,A B C SPLY 419 YORK,112266,419,1210,0,40,PY,0,5002047,A B C SPLY BELOIT,,X,76274,
1018282,A B C SPLY 419 YORK,112266,419,1210,0,40,SH,0,1018282,A B C SPLY 419 YORK,,,112266,419
1018282,A B C SPLY 419 YORK,112266,419,1210,0,40,SP,0,1018282,A B C SPLY 419 YORK,,,112266,419
1018283,ZZA B C SPLY 248 SACRAMENTO,89768,248,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1018283,ZZA B C SPLY 248 SACRAMENTO,89768,248,1210,0,30,PY,0,5002047,A B C SPLY BELOIT,,,76274,
1018283,ZZA B C SPLY 248 SACRAMENTO,89768,248,1210,0,30,SH,0,1018283,ZZA B C SPLY 248 SACRAMENTO,,,89768,248
1018283,ZZA B C SPLY 248 SACRAMENTO,89768,248,1210,0,30,SP,0,1018283,ZZA B C SPLY 248 SACRAMENTO,,,89768,248
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,16,BP,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,16,PY,0,5002047,A B C SPLY BELOIT,,,76274,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,16,SH,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,16,SP,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,20,SH,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,20,SH,1,3167149,A B C SPLY 158 LYNCHBURG,,,85561,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,20,SP,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,X,75986,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SH,0,3503328,ZZENGLISH CONSTRUCTION CO,,,240057,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SH,1,3167149,A B C SPLY 158 LYNCHBURG,,,85561,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SH,2,3104467,MELVIN MORGAN ROOFING,,,83163,11B2
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SH,4,3222295,ZZJ/RICHFIELD RETIREMENT COMMUNITY,,,83613,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SH,5,3233664,ZZJ/VIRGINA TECH %,,,79574,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SH,6,3500172,J/BTB CONSTRUCTION CO/ABC LYNCHBURG,,,124917,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,30,SP,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,40,SH,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,40,SP,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,70,SH,2,3167149,A B C SPLY 158 LYNCHBURG,,,85561,158
1018387,A B C SPLY 158 LYNCHBURG,89784,158,1210,0,70,SP,0,1018387,A B C SPLY 158 LYNCHBURG,,,89784,158
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,20,SH,1,3049998,A B C SPLY 154 FAYETTEVILLE,,,81699,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,20,SP,0,1018442,A B C SPLY 154 FAYETTEVILLE,,,89794,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,X,75986,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,30,SH,1,3049998,A B C SPLY 154 FAYETTEVILLE,,,81699,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,30,SP,0,1018442,A B C SPLY 154 FAYETTEVILLE,,,89794,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,40,SH,1,3049998,A B C SPLY 154 FAYETTEVILLE,,,81699,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,40,SP,0,1018442,A B C SPLY 154 FAYETTEVILLE,,,89794,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,70,SH,1,3049998,A B C SPLY 154 FAYETTEVILLE,,,81699,154
1018442,A B C SPLY 154 FAYETTEVILLE,89794,154,1210,0,70,SP,0,1018442,A B C SPLY 154 FAYETTEVILLE,,,89794,154
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,X,75986,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,30,SH,0,3229246,A B C SPLY 133 AMARILLO,,,76482,133
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,30,SH,1,3505971,RHYNEHART ROOFING,,,254259,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,30,SH,3,3544873,J/BRIERWOOD APTS/A B C SPLY 133,,,522530,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,30,SP,0,1018473,A B C SPLY 133 AMARILLO,,,89798,133
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SH,1,3229246,A B C SPLY 133 AMARILLO,,,76482,133
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SH,4,3214652,J/HILMAR CHEESE,,,80688,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SH,5,3216684,ZZPARSLEYS RFG 3RD LOCATION,,,81547,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SH,6,3218684,J/SUNSET ELEMENTARY SCHOOL,,,82378,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SH,7,3220098,J/MORNINGSIDE ELEM SCHOOL,,,82881,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SH,8,3221679,J/AMA CLLGE/BYRD/PARCELLS,,,83376,
1018473,A B C SPLY 133 AMARILLO,89798,133,1210,0,40,SP,0,1018473,A B C SPLY 133 AMARILLO,,,89798,133
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,20,SH,1,3045550,A B C SPLY 032 CHARLOTTE,,,81594,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,20,SP,0,1018573,A B C SPLY 032 CHARLOTTE,,,89804,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,X,75986,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SH,0,3513666,J/COURTYARD MARRIOT/ABC SUPPLY CHAR,,,297607,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SH,1,3045550,A B C SPLY 032 CHARLOTTE,,,81594,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SH,2,3224321,ZZJ/AAPCO SOUTHEAST/ABC CHARLOTTE,,,84294,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SH,3,3523309,J/VILLAGES OF BANYON GROVE/ABC 032,,,366649,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SH,4,3525307,MAX BAXTER ROOFING,,,382789,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SH,5,3533291,J/SOLIS BEREWICK/ABC SPLY,,,449394,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,30,SP,0,1018573,A B C SPLY 032 CHARLOTTE,,,89804,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,40,SH,1,3045550,A B C SPLY 032 CHARLOTTE,,,81594,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,40,SH,2,3222538,ZZWEATHERGARD ROOFING,,,83727,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,40,SH,3,3226975,J/NORTH POINTE ELEMENTARY,,,85608,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,40,SP,0,1018573,A B C SPLY 032 CHARLOTTE,,,89804,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,70,SH,1,3045550,A B C SPLY 032 CHARLOTTE,,,81594,32
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,70,SH,2,3142979,J/MOUSE PARK BAPTIST CHURCH/A B C,3142979,,153257,
1018573,A B C SPLY 032 CHARLOTTE,89804,32,1210,0,70,SP,0,1018573,A B C SPLY 032 CHARLOTTE,,,89804,32
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,20,SH,0,1018845,A B C SPLY 453 RANDOLPH,,,113450,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,20,SH,1,3557755,A B C SPLY 453 RANDOLPH,,,610012,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,20,SP,0,1018845,A B C SPLY 453 RANDOLPH,,,113450,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,30,PY,0,5002047,A B C SPLY BELOIT,,,76274,
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,30,SH,0,1018845,A B C SPLY 453 RANDOLPH,,,113450,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,30,SH,1,3557755,A B C SPLY 453 RANDOLPH,,,610012,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,30,SP,0,1018845,A B C SPLY 453 RANDOLPH,,,113450,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,70,SH,0,1018845,A B C SPLY 453 RANDOLPH,,,113450,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,70,SH,1,3557755,A B C SPLY 453 RANDOLPH,,,610012,453
1018845,A B C SPLY 453 RANDOLPH,113450,453,1210,0,70,SP,0,1018845,A B C SPLY 453 RANDOLPH,,,113450,453
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,30,SH,0,1018850,A B C SPLY 493 POMPANO BEACH,,,89824,493
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,30,SH,1,3295973,ZZEXTREME,,,517212,
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,30,SH,2,3557759,A B C SPLY 493 POMPANO BEACH,,,609979,493
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,30,SP,0,1018850,A B C SPLY 493 POMPANO BEACH,,,89824,493
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,40,SH,0,1018850,A B C SPLY 493 POMPANO BEACH,,,89824,493
1018850,A B C SPLY 493 POMPANO BEACH,89824,493,1210,0,40,SP,0,1018850,A B C SPLY 493 POMPANO BEACH,,,89824,493
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,30,SH,0,1018853,A B C SPLY 502 ROCKLEDGE,,,89826,502
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,30,SH,1,3557967,A B C SPLY 502 ROCKLEDGE,,,609916,502
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,30,SP,0,1018853,A B C SPLY 502 ROCKLEDGE,,,89826,502
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,X,75986,
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,40,PY,0,5002047,A B C SPLY BELOIT,,X,76274,
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,40,SH,0,1018853,A B C SPLY 502 ROCKLEDGE,,,89826,502
1018853,A B C SPLY 502 ROCKLEDGE,89826,502,1210,0,40,SP,0,1018853,A B C SPLY 502 ROCKLEDGE,,,89826,502
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,20,SH,1,1018879,A B C SPLY 460 CARROLLTON,,,89832,460
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,20,SP,0,1018879,A B C SPLY 460 CARROLLTON,,,89832,460
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,30,SH,0,3502423,J/VALLEY OF BENT TREE/ABC SUPPLY,,,225751,
1018879,A B C SPLY 460 CARROLLTON,89832,460,1210,0,30,SH,1,1018879,A B C SPLY 460 CARROLLTON,,,89832,460
